account_id,month,active_users,compute_hours,storage_gb,network_gb
A0001,2024-01,61,102.10520616295824,128.05445732542526,72.21238306618386
A0001,2024-02,49,68.00728554024981,80.2229135075651,34.93830492760872
A0001,2024-03,49,115.40915430040356,92.05030580134058,46.24942920437986
A0001,2024-04,45,126.6094727354256,189.6964234777498,110.3828359175092
A0001,2024-05,46,94.66608629440478,97.44072728149234,22.41826733057645
A0001,2024-06,56,151.65267140091947,81.61508646291169,38.35246114523299
A0001,2024-07,49,103.74589966743667,164.42694039080365,23.519806703559
A0001,2024-08,52,144.01785128904982,104.5247640114438,61.21282486668262
A0001,2024-09,48,217.94940395441404,109.46600729779152,53.74016848841285
A0001,2024-10,48,184.55548255437105,130.94994022257097,101.70017971654154
A0001,2024-11,45,130.8292006459209,100.93389892354308,99.2185743704781
A0001,2024-12,55,291.5461067198075,147.9064755037688,112.43970641447716
A0001,2025-01,44,113.86099758874214,122.32027945807974,85.9078422287989
A0001,2025-02,53,208.1699168505743,77.97032364146298,18.861715965402247
A0001,2025-03,51,112.39771432734352,89.94288716436918,48.3023709771962
A0001,2025-04,47,172.88362474961116,121.99029083755076,60.33809222116465
A0001,2025-05,47,253.2480774377752,152.01004208322684,62.419429988186685
A0001,2025-06,46,152.1778088847236,182.60349361326416,73.86489975917848
A0001,2025-07,43,311.99946538979384,157.71303596083584,29.75275622426951
A0001,2025-08,57,217.02641007326704,108.37077003039634,76.78968264476568
A0001,2025-09,47,172.0810026595486,114.10323280386204,46.05140773410943
A0002,2024-01,45,114.26918889640854,91.58258697760738,30.98357603056069
A0002,2024-02,45,126.84650385841232,111.6190471317196,44.09032157134802
A0002,2024-03,56,203.75915205536413,121.32647797835573,34.040077787331015
A0002,2024-04,46,119.2727363546664,102.5490940341987,80.0580393948246
A0002,2024-05,43,209.25598884793447,132.71750935001617,71.81603355558653
A0002,2024-06,52,129.62213285972211,125.8623357297371,17.04817601546309
A0002,2024-07,42,135.0919638795161,45.43033607348046,53.86314778464577
A0002,2024-08,53,176.98834785170243,94.158482793148,53.82846845689548
A0002,2024-09,43,288.5187363740937,111.60444261077087,72.4097543799343
A0002,2024-10,46,177.772585773093,137.64028876918627,94.6000461903022
A0002,2024-11,50,231.7043062078937,185.98557792037056,27.81305423004616
A0002,2024-12,53,184.32030096706112,125.30634799262928,37.044235814563294
A0002,2025-01,49,105.00922959642094,72.40329165780692,58.76143268625344
A0002,2025-02,59,72.79745224083055,66.19232588463876,16.77555692536021
A0002,2025-03,42,237.3322617144996,89.60755077297013,27.21811498513911
A0002,2025-04,53,88.89251210672622,82.33926239156746,83.87276291664304
A0002,2025-05,55,176.35998384369614,179.80469271717286,67.08302504022983
A0002,2025-06,41,157.67756492472634,76.46525877400192,20.059682144012427
A0002,2025-07,51,321.6460832347272,107.4421096581815,45.52240214741168
A0002,2025-08,48,127.8155926089828,139.17812975864203,75.25535451456601
A0002,2025-09,48,122.51164463991933,181.71973695377253,70.85579411882289
A0003,2024-01,41,45.34378946715861,22.6350152402722,18.173963677857312
A0003,2024-02,49,36.60185661244027,24.31152712139433,8.438455361005126
A0003,2024-03,53,63.87921010275323,38.34234602484895,19.54632667040137
A0003,2024-04,56,34.49621739246462,24.854978293405907,9.735536738353725
A0003,2024-05,40,57.04480936509639,20.255558672760746,5.433491762072632
A0003,2024-06,46,25.425405417714884,18.888535941367675,11.899335356294612
A0003,2024-07,56,48.08044580197368,23.213411577603004,9.05698504726278
A0003,2024-08,55,19.525714472560075,10.92784312523302,14.79153896126
A0003,2024-09,44,29.96568215902042,38.81349754570584,18.07969181737124
A0003,2024-10,49,57.75809687325989,55.62668103126484,27.528750788857383
A0003,2024-11,53,25.58678217749465,16.49447325106366,13.593970587903229
A0003,2024-12,53,23.590067546974257,26.3558756969046,18.719895580750443
A0003,2025-01,56,18.994346237659705,28.160921643838865,13.4205784975749
A0003,2025-02,48,29.00084187609705,21.985034243151688,3.933427791847792
A0003,2025-03,50,22.091381901213484,22.495588244974837,14.936677090854012
A0003,2025-04,52,44.48168785179271,13.743384507900725,18.18679035529878
A0003,2025-05,40,39.170380940024245,18.678639154420672,14.531577094255216
A0003,2025-06,50,26.92634273573629,33.90541484606335,10.905574947937025
A0003,2025-07,48,35.01461734381705,21.92199779380516,20.59445648957536
A0003,2025-08,54,24.66098568572318,18.34778379191465,9.998544366235825
A0003,2025-09,47,20.494851713033658,20.73439513000324,8.97030965245087
A0004,2024-01,49,203.2137218636801,190.0233530302538,86.61059226214252
A0004,2024-02,42,116.03832698747377,54.14830002746103,59.27349018904426
A0004,2024-03,53,214.80127076223985,101.42489738066328,42.345237642800605
A0004,2024-04,46,98.6128354232472,82.8992434896681,68.06207912968969
A0004,2024-05,43,351.7221670311962,81.87948108226381,45.14448311102464
A0004,2024-06,59,120.0215779321766,129.49095492906855,80.0047270960919
A0004,2024-07,54,190.24451903461403,84.73148357129138,62.79439676411185
A0004,2024-08,40,217.0469195353008,111.16510224203164,38.39635756345843
A0004,2024-09,51,223.08334511931108,63.306370736832,62.09949565181928
A0004,2024-10,47,142.1707250399385,179.0612502509073,21.081346257916834
A0004,2024-11,49,227.64350420083812,73.32692061066452,102.85117001402288
A0004,2024-12,53,122.376337129631,82.30910421609389,50.14298350912004
A0004,2025-01,38,302.57447859027224,155.996489337094,45.63689742997194
A0004,2025-02,57,133.34992823698633,60.33485590536452,46.794572433837736
A0004,2025-03,49,164.8784500268112,95.34534210088518,62.93031528604037
A0004,2025-04,52,109.68086001071126,88.72987470718219,64.04878610086327
A0004,2025-05,47,196.70947825564,133.22690683547594,34.48664604817514
A0004,2025-06,46,89.09540620347371,145.08005393752805,50.6879805300381
A0004,2025-07,53,161.10702410864684,140.042239931418,22.008756378671325
A0004,2025-08,52,210.30258895315825,90.5528798376214,41.62399451950442
A0004,2025-09,46,117.959049307481,135.82245425470606,33.30112953630026
A0005,2024-01,55,34.48022301838034,16.50992758036081,11.281569506679997
A0005,2024-02,51,80.85418633360884,59.66553851985513,25.608763873283603
A0005,2024-03,49,37.58445082636445,68.82818679047855,17.634069938599254
A0005,2024-04,52,29.6955310734816,26.88444722155016,12.673027382494473
A0005,2024-05,56,34.08354039145607,27.359025125879377,14.03842744615563
A0005,2024-06,55,46.89669473605939,39.424393969020656,8.398380269567962
A0005,2024-07,49,64.32189248422662,16.439267507892286,9.525169043109644
A0005,2024-08,55,47.31008683026148,43.79399152390997,13.517963826134284
A0005,2024-09,44,60.11160456430291,21.821046456109634,21.21973519063171
A0005,2024-10,60,62.04373030048188,19.0088871281375,16.518076787949752
A0005,2024-11,49,27.13873667041,17.739572129670904,10.195800866826918
A0005,2024-12,59,20.87148899522262,23.711230498915143,6.287662904756399
A0005,2025-01,59,59.04973302141956,45.64380084359858,13.089719546928528
A0005,2025-02,48,59.40487976696131,45.491230830250416,6.47919066520575
A0005,2025-03,55,49.14142973335039,21.84815655944776,8.275169527146216
A0005,2025-04,51,32.01018603962021,28.059519981962158,17.201674353004975
A0005,2025-05,52,22.31272554743416,19.32466109495369,21.192812128753456
A0005,2025-06,42,29.915441902733445,16.86972185361792,10.441446317468031
A0005,2025-07,48,67.59604795727543,52.22304289993431,14.579928968337908
A0005,2025-08,50,47.23365456314461,28.95110354259712,4.23775883755783
A0005,2025-09,53,88.35830380129224,24.215955970452004,19.68821699806096
A0006,2024-01,47,49.43170214407983,42.86691635748264,19.912917873783652
A0006,2024-02,49,176.08292048793163,141.0895594544457,30.213680319102423
A0006,2024-03,58,237.3456645244724,128.2152230050637,63.83510564908209
A0006,2024-04,51,122.713383479747,152.98977431837682,62.25129538958012
A0006,2024-05,46,190.6267635088325,148.06184608120202,82.47127354955806
A0006,2024-06,48,259.692570105389,130.1302954509293,55.89852147075653
A0006,2024-07,53,141.8842371903875,67.79367439460515,40.57189960540609
A0006,2024-08,55,117.54144448869134,192.04373781079371,60.32915279633898
A0006,2024-09,45,146.03345507296572,136.7884615372414,37.33812857452881
A0006,2024-10,48,181.22851513145952,184.59359874507504,75.78757560969764
A0006,2024-11,50,91.50384059976564,73.17723351624922,51.39229152704112
A0006,2024-12,46,288.42033303177243,144.9576842889508,51.09829700156404
A0006,2025-01,62,189.43152013448548,114.47197997602224,53.97088260765879
A0006,2025-02,52,167.27125637412726,62.9026666352902,65.26410031238927
A0006,2025-03,45,168.02649340481233,62.50285262248594,78.13877733864122
A0006,2025-04,47,136.8656034100738,85.77760111482976,63.080810396817576
A0006,2025-05,43,131.2989539066642,112.33161238607244,27.207826119653816
A0006,2025-06,55,301.285165119459,237.21622043870056,115.31057531696024
A0006,2025-07,48,210.2454467893036,147.75621590240837,66.87205183605005
A0006,2025-08,49,166.04989198047838,58.54221188280793,55.95255458714399
A0006,2025-09,48,114.90146100536016,93.74036773195776,37.65059765327161
A0007,2024-01,50,57.510213492054376,24.40703865097102,26.934358811187035
A0007,2024-02,49,124.84530548498472,85.36432605054647,44.30384807680084
A0007,2024-03,52,71.91333510404488,60.16884317322485,10.533191290335296
A0007,2024-04,41,59.11887436870345,65.8453085775964,8.576574767553108
A0007,2024-05,47,68.94290291743324,38.396315140724695,15.9805875899126
A0007,2024-06,50,51.628968471765134,59.29196301714597,44.38622986493122
A0007,2024-07,47,109.81947873098316,63.20191693650215,28.635531528943048
A0007,2024-08,43,102.54819899836195,69.59484801665499,21.795371704998608
A0007,2024-09,48,58.31590853352554,62.050493601480426,15.805930306651652
A0007,2024-10,38,100.94760135279212,34.58214073742226,24.10992803798145
A0007,2024-11,52,46.67408422950536,81.12571253191945,37.402216527904535
A0007,2024-12,54,42.47651433747654,78.10664539775519,24.839009149007097
A0007,2025-01,45,37.65961302167362,65.99310470414157,7.693869867649214
A0007,2025-02,46,186.8862793327932,60.90598339640042,40.35051711235366
A0007,2025-03,59,50.79818724642087,38.961185007408766,16.61875043205432
A0007,2025-04,46,111.20179210112978,46.68446309599129,46.06078621250478
A0007,2025-05,50,89.81419386282104,48.87835407683909,12.63607102355316
A0007,2025-06,54,71.21466740180043,66.19968007520302,17.811016404074028
A0007,2025-07,49,130.0035437981323,62.5821434757446,36.20314115676039
A0007,2025-08,59,126.2424536858156,46.48959103441455,10.242143531399387
A0007,2025-09,65,58.61864742787655,72.99045336405302,43.31866095410945
A0008,2024-01,51,217.6023077394717,111.5915684478638,57.13231575113385
A0008,2024-02,49,205.12606994358012,151.58182293683717,77.90870493871182
A0008,2024-03,55,146.51908525576764,176.6847394203784,36.26566074875025
A0008,2024-04,50,143.14046282875876,112.91711842529294,21.514043504816453
A0008,2024-05,43,267.1340828519944,124.45152128368083,67.35830048008474
A0008,2024-06,46,264.30626705650707,89.61076703204594,48.267563409839454
A0008,2024-07,49,250.2612970811996,129.0414337605416,40.35608386082741
A0008,2024-08,51,161.20350432476093,74.36121417693742,80.88019013866277
A0008,2024-09,40,211.15074094204917,110.45658192529648,89.9370189585392
A0008,2024-10,42,246.5994350574152,124.48720556284272,112.02315897881326
A0008,2024-11,64,122.30106317514898,64.93242424340033,20.419579010606487
A0008,2024-12,45,254.09110105877812,122.39658313011626,56.85940865684448
A0008,2025-01,38,102.13059101983217,87.86786176824559,62.1492683106116
